index,PKT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
3430,2004-9-20,20.0,17.0,17.0,11.0,10.0,10.0,54.0,52.0,49.0,,,,10.0,10.0,10.0,6.0,2.0,,0.0,,,-1.0
3431,2004-9-21,21.0,20.0,18.0,11.0,10.0,9.0,53.0,45.0,37.0,,,,10.0,10.0,10.0,6.0,2.0,,0.0,,,-1.0
3432,2004-9-22,21.0,,21.0,10.0,10.0,10.0,38.0,38.0,38.0,,,,10.0,10.0,10.0,6.0,6.0,,0.0,,,-1.0
3433,2004-9-23,22.0,21.0,19.0,11.0,10.0,9.0,42.0,41.0,40.0,,,,10.0,10.0,10.0,4.0,2.0,,0.0,,,-1.0
3434,2004-9-24,22.0,17.0,12.0,9.0,8.0,6.0,58.0,43.0,32.0,,,,10.0,8.0,4.0,6.0,2.0,,0.0,,,-1.0
3435,2004-9-25,22.0,,19.0,10.0,10.0,10.0,44.0,44.0,44.0,,,,4.0,4.0,4.0,6.0,6.0,,0.0,,,-1.0
3436,2004-9-26,21.0,,20.0,12.0,12.0,12.0,49.0,49.0,49.0,,,,10.0,10.0,10.0,0.0,0.0,,0.0,,,-1.0
3437,2004-9-27,23.0,,20.0,9.0,9.0,9.0,38.0,38.0,38.0,,,,10.0,10.0,10.0,0.0,0.0,,0.0,,,-1.0
3438,2004-9-28,22.0,21.0,19.0,10.0,10.0,9.0,40.0,39.0,38.0,,,,10.0,10.0,10.0,6.0,6.0,,0.0,,,-1.0
3439,2004-9-29,21.0,,21.0,12.0,12.0,12.0,44.0,44.0,44.0,,,,4.0,4.0,4.0,6.0,6.0,,0.0,,,-1.0
3413,2004-9-3,26.0,,22.0,2.0,2.0,2.0,15.0,15.0,15.0,,,,10.0,10.0,10.0,0.0,0.0,,0.0,,,-1.0
3440,2004-9-30,,,,,,,,,,,,,,,,,,,,,,
3414,2004-9-4,23.0,23.0,22.0,16.0,14.0,13.0,59.0,51.0,43.0,,,,4.0,4.0,4.0,6.0,5.0,,0.0,,,-1.0
3415,2004-9-5,25.0,,23.0,16.0,16.0,16.0,58.0,58.0,58.0,,,,10.0,10.0,10.0,0.0,0.0,,0.0,,,-1.0
3416,2004-9-6,26.0,24.0,23.0,16.0,16.0,15.0,58.0,52.0,45.0,,,,10.0,10.0,10.0,4.0,2.0,,0.0,,,-1.0
3417,2004-9-7,24.0,,24.0,16.0,16.0,16.0,54.0,54.0,54.0,,,,10.0,10.0,10.0,4.0,4.0,,0.0,,,-1.0
3418,2004-9-8,25.0,,24.0,16.0,16.0,16.0,54.0,54.0,54.0,,,,10.0,10.0,10.0,4.0,2.0,,0.0,,,-1.0
3419,2004-9-9,24.0,23.0,22.0,17.0,17.0,17.0,63.0,60.0,58.0,,,,10.0,10.0,10.0,6.0,6.0,,0.0,,,-1.0
3106,2005-1-1,13.0,,5.0,0.0,0.0,0.0,63.0,63.0,63.0,,,,10.0,10.0,10.0,0.0,0.0,,0.0,,,-1.0
3115,2005-1-10,,,,,,,,,,,,,,,,,,,,,,
3116,2005-1-11,,,,,,,,,,,,,,,,,,,,,,
3117,2005-1-12,,,,,,,,,,,,,,,,,,,,,,
3118,2005-1-13,,,,,,,,,,,,,,,,,,,,,,
3119,2005-1-14,,,,,,,,,,,,,,,,,,,,,,
3120,2005-1-15,,,,,,,,,,,,,,,,,,,,,,
3121,2005-1-16,,,,,,,,,,,,,,,,,,,,,,
3122,2005-1-17,,,,,,,,,,,,,,,,,,,,,,
3123,2005-1-18,,,,,,,,,,,,,,,,,,,,,,
3124,2005-1-19,,,,,,,,,,,,,,,,,,,,,,
3107,2005-1-2,,,,,,,,,,,,,,,,,,,,,,
3125,2005-1-20,,,,,,,,,,,,,,,,,,,,,,
3126,2005-1-21,,,,,,,,,,,,,,,,,,,,,,
3127,2005-1-22,,,,,,,,,,,,,,,,,,,,,,
3128,2005-1-23,,,,,,,,,,,,,,,,,,,,,,
3129,2005-1-24,,,,,,,,,,,,,,,,,,,,,,
3130,2005-1-25,,,,,,,,,,,,,,,,,,,,,,
3131,2005-1-26,,,,,,,,,,,,,,,,,,,,,,
3132,2005-1-27,,,,,,,,,,,,,,,,,,,,,,
3133,2005-1-28,,,,,,,,,,,,,,,,,,,,,,
3134,2005-1-29,,,,,,,,,,,,,,,,,,,,,,
3108,2005-1-3,,,,,,,,,,,,,,,,,,,,,,
3135,2005-1-30,,,,,,,,,,,,,,,,,,,,,,
3136,2005-1-31,,,,,,,,,,,,,,,,,,,,,,
3109,2005-1-4,,,,,,,,,,,,,,,,,,,,,,
3110,2005-1-5,,,,,,,,,,,,,,,,,,,,,,
3111,2005-1-6,,,,,,,,,,,,,,,,,,,,,,
3112,2005-1-7,,,,,,,,,,,,,,,,,,,,,,
3113,2005-1-8,,,,,,,,,,,,,,,,,,,,,,
3114,2005-1-9,,,,,,,,,,,,,,,,,,,,,,
3928,2005-10-1,24.0,20.0,11.0,13.0,12.0,9.0,98.0,62.0,42.0,,,,10.0,5.5,0.0,9.0,5.0,,0.0,,,-1.0
3937,2005-10-10,22.0,18.0,14.0,13.0,10.0,8.0,72.0,58.0,47.0,,,,10.0,5.2,0.5,9.0,6.0,,0.0,,,-1.0
3938,2005-10-11,19.0,14.0,10.0,14.0,8.0,4.0,79.0,64.0,45.0,,,,10.0,7.5,0.2,33.0,13.0,,16.0,8.0,,-1.0
3939,2005-10-12,18.0,16.0,12.0,9.0,8.0,5.0,58.0,52.0,48.0,,,,10.0,5.2,0.2,0.0,0.0,,0.0,,,-1.0
3940,2005-10-13,20.0,16.0,12.0,11.0,7.0,4.0,53.0,50.0,47.0,,,,10.0,5.3,0.2,6.0,2.0,,0.0,,,-1.0
3941,2005-10-14,20.0,16.0,12.0,11.0,7.0,2.0,63.0,48.0,38.0,1050.0,1050.0,1050.0,10.0,5.2,0.2,9.0,5.0,,0.0,,,-1.0
3942,2005-10-15,17.0,14.0,12.0,10.0,8.0,4.0,70.0,58.0,47.0,,,,10.0,5.2,0.2,9.0,5.0,,7.0,8.0,,-1.0
3943,2005-10-16,9.0,8.0,8.0,6.0,6.0,5.0,80.0,76.0,69.0,,,,4.0,2.7,0.1,17.0,11.0,,21.0,8.0,Rain-Thunderstorm,-1.0
3944,2005-10-17,16.0,,16.0,11.0,11.0,11.0,58.0,58.0,58.0,,,,10.0,10.0,10.0,0.0,0.0,,0.0,,,-1.0
3945,2005-10-18,19.0,,17.0,5.0,5.0,5.0,35.0,35.0,35.0,,,,10.0,10.0,10.0,0.0,0.0,,0.0,,,-1.0
3946,2005-10-19,19.0,18.0,16.0,3.0,1.0,-1.0,31.0,24.0,17.0,,,,10.0,10.0,10.0,6.0,6.0,,0.0,,,-1.0
3929,2005-10-2,23.0,19.0,15.0,15.0,12.0,9.0,63.0,56.0,48.0,,,,10.0,5.0,0.1,9.0,3.0,,0.0,,,-1.0
3947,2005-10-20,18.0,,18.0,4.0,4.0,4.0,28.0,28.0,28.0,,,,10.0,10.0,10.0,6.0,6.0,,0.0,,,-1.0
3948,2005-10-21,18.0,18.0,10.0,7.0,7.0,7.0,70.0,54.0,39.0,,,,10.0,10.0,10.0,9.0,6.0,,0.0,,,-1.0
3949,2005-10-22,18.0,18.0,16.0,9.0,8.0,7.0,49.0,44.0,39.0,,,,10.0,10.0,10.0,0.0,0.0,,0.0,,,-1.0
3950,2005-10-23,20.0,,16.0,8.0,8.0,8.0,52.0,52.0,52.0,,,,10.0,10.0,10.0,6.0,6.0,,0.0,,,-1.0
3951,2005-10-24,20.0,20.0,16.0,9.0,9.0,9.0,53.0,45.0,37.0,,,,10.0,10.0,10.0,0.0,0.0,,0.0,,,-1.0
3952,2005-10-25,17.0,,13.0,6.0,6.0,6.0,50.0,50.0,50.0,,,,10.0,10.0,10.0,9.0,9.0,,0.0,,,-1.0
3953,2005-10-26,18.0,,15.0,9.0,9.0,9.0,57.0,57.0,57.0,,,,10.0,10.0,10.0,6.0,6.0,,0.0,,,-1.0
3954,2005-10-27,19.0,,17.0,6.0,6.0,6.0,36.0,36.0,36.0,,,,10.0,10.0,10.0,0.0,0.0,,0.0,,,-1.0
3955,2005-10-28,18.0,16.0,13.0,2.0,0.0,-1.0,27.0,26.0,26.0,,,,10.0,10.0,10.0,9.0,6.0,,0.0,,,-1.0
3956,2005-10-29,18.0,18.0,15.0,8.0,8.0,7.0,52.0,46.0,39.0,,,,10.0,10.0,10.0,6.0,4.0,,0.0,,,-1.0
3930,2005-10-3,23.0,19.0,15.0,16.0,13.0,9.0,74.0,62.0,57.0,,,,10.0,5.1,0.1,6.0,5.0,,0.0,,,-1.0
3957,2005-10-30,,,,,,,,,,,,,,,,,,,,,,
3958,2005-10-31,,,,,,,,,,,,,,,,,,,,,,
3931,2005-10-4,22.0,18.0,14.0,13.0,12.0,11.0,74.0,64.0,47.0,,,,10.0,7.6,0.5,9.0,6.0,,0.0,,,-1.0
3932,2005-10-5,24.0,22.0,16.0,12.0,9.0,4.0,55.0,43.0,34.0,,,,10.0,6.7,0.2,6.0,4.0,,0.0,,,-1.0
3933,2005-10-6,23.0,22.0,17.0,11.0,9.0,8.0,44.0,38.0,31.0,,,,10.0,6.7,0.2,9.0,2.0,,0.0,,,-1.0
3934,2005-10-7,23.0,19.0,15.0,18.0,12.0,4.0,89.0,62.0,37.0,,,,10.0,5.2,0.2,6.0,4.0,,0.0,,,-1.0
3935,2005-10-8,22.0,18.0,13.0,16.0,12.0,9.0,88.0,71.0,62.0,,,,10.0,5.1,0.1,30.0,10.0,,5.0,8.0,Rain-Thunderstorm,-1.0
3936,2005-10-9,22.0,18.0,13.0,11.0,8.0,3.0,62.0,47.0,35.0,,,,10.0,5.4,0.5,30.0,17.0,,0.0,,,-1.0
3045,2005-11-1,16.0,,14.0,8.0,8.0,8.0,56.0,56.0,56.0,,,,4.0,4.0,4.0,6.0,6.0,,0.0,,,-1.0
3054,2005-11-10,16.0,,16.0,5.0,5.0,5.0,35.0,35.0,35.0,,,,10.0,10.0,10.0,6.0,6.0,,0.0,,,-1.0
3055,2005-11-11,16.0,,16.0,6.0,6.0,6.0,43.0,43.0,43.0,,,,10.0,10.0,10.0,6.0,6.0,,0.0,,,-1.0
3056,2005-11-12,16.0,,16.0,7.0,7.0,7.0,43.0,43.0,43.0,,,,10.0,10.0,10.0,6.0,6.0,,0.0,,,-1.0
3057,2005-11-13,14.0,13.0,11.0,3.0,2.0,2.0,44.0,42.0,39.0,,,,10.0,10.0,10.0,9.0,6.0,,0.0,,,-1.0
3058,2005-11-14,12.0,,12.0,,,,,,,,,,10.0,10.0,10.0,9.0,9.0,,0.0,,,-1.0
3059,2005-11-15,15.0,14.0,12.0,4.0,3.0,2.0,47.0,40.0,32.0,,,,10.0,10.0,10.0,9.0,9.0,,0.0,,,-1.0
3060,2005-11-16,16.0,,16.0,10.0,10.0,10.0,58.0,58.0,58.0,,,,10.0,10.0,10.0,0.0,0.0,,0.0,,,-1.0
3061,2005-11-17,19.0,19.0,15.0,9.0,8.0,8.0,52.0,46.0,40.0,,,,10.0,7.0,4.0,0.0,0.0,,0.0,,,-1.0
3062,2005-11-18,14.0,,14.0,7.0,7.0,7.0,56.0,56.0,56.0,,,,10.0,10.0,10.0,0.0,0.0,,0.0,,,-1.0
3063,2005-11-19,17.0,,17.0,10.0,10.0,10.0,54.0,54.0,54.0,,,,10.0,10.0,10.0,6.0,6.0,,0.0,,,-1.0
3046,2005-11-2,32.0,,32.0,7.0,7.0,7.0,13.0,13.0,13.0,,,,10.0,10.0,10.0,9.0,7.0,,0.0,,,-1.0
3064,2005-11-20,16.0,,16.0,10.0,10.0,10.0,53.0,53.0,53.0,,,,10.0,10.0,10.0,6.0,6.0,,0.0,,,-1.0
3065,2005-11-21,16.0,,16.0,7.0,7.0,7.0,47.0,47.0,47.0,,,,10.0,10.0,10.0,9.0,9.0,,0.0,,,-1.0
3066,2005-11-22,15.0,15.0,11.0,7.0,6.0,6.0,70.0,56.0,42.0,,,,10.0,10.0,10.0,6.0,6.0,,0.0,,,-1.0
3067,2005-11-23,13.0,13.0,9.0,6.0,6.0,5.0,69.0,62.0,55.0,,,,10.0,10.0,10.0,9.0,9.0,,0.0,,,-1.0
3068,2005-11-24,7.0,7.0,5.0,4.0,4.0,3.0,80.0,76.0,72.0,,,,10.0,10.0,10.0,11.0,7.0,,2.0,,,-1.0
3069,2005-11-25,9.0,,7.0,4.0,4.0,4.0,76.0,76.0,76.0,,,,10.0,10.0,10.0,6.0,6.0,,0.0,,,-1.0
3070,2005-11-26,9.0,,5.0,3.0,3.0,3.0,80.0,80.0,80.0,,,,10.0,10.0,10.0,0.0,0.0,,0.0,,,-1.0
3071,2005-11-27,9.0,8.0,6.0,4.0,4.0,4.0,81.0,75.0,69.0,,,,10.0,10.0,10.0,9.0,7.0,,0.0,,,-1.0
3072,2005-11-28,,,,,,,,,,,,,,,,,,,,,,
3073,2005-11-29,,,,,,,,,,,,,,,,,,,,,,
3047,2005-11-3,13.0,,10.0,3.0,3.0,3.0,55.0,55.0,55.0,,,,10.0,10.0,10.0,0.0,0.0,,0.0,,,-1.0
3074,2005-11-30,,,,,,,,,,,,,,,,,,,,,,
3048,2005-11-4,17.0,16.0,13.0,6.0,6.0,6.0,55.0,49.0,43.0,,,,10.0,10.0,10.0,6.0,6.0,,0.0,,,-1.0
3049,2005-11-5,17.0,17.0,13.0,6.0,6.0,5.0,50.0,43.0,36.0,,,,10.0,10.0,10.0,6.0,6.0,,0.0,,,-1.0
3050,2005-11-6,15.0,,15.0,8.0,8.0,8.0,52.0,52.0,52.0,,,,10.0,10.0,10.0,0.0,0.0,,0.0,,,-1.0
3051,2005-11-7,16.0,14.0,11.0,6.0,6.0,6.0,63.0,54.0,46.0,,,,10.0,10.0,10.0,9.0,7.0,,0.0,8.0,,-1.0
3052,2005-11-8,13.0,12.0,12.0,7.0,7.0,7.0,64.0,64.0,64.0,,,,10.0,10.0,10.0,9.0,9.0,,1.0,,,-1.0
3053,2005-11-9,17.0,,12.0,5.0,5.0,5.0,52.0,52.0,52.0,,,,10.0,10.0,10.0,6.0,6.0,,0.0,,,-1.0
1007,2005-12-1,9.0,8.0,4.0,4.0,4.0,3.0,91.0,80.0,69.0,,,,10.0,10.0,10.0,6.0,5.0,,0.0,,,-1.0
1016,2005-12-10,11.0,,8.0,3.0,3.0,3.0,61.0,61.0,61.0,,,,10.0,10.0,10.0,0.0,0.0,,0.0,,,-1.0
1017,2005-12-11,13.0,12.0,9.0,6.0,6.0,6.0,77.0,68.0,58.0,,,,10.0,10.0,10.0,6.0,2.0,,0.0,,,-1.0
1018,2005-12-12,13.0,13.0,9.0,8.0,7.0,6.0,77.0,70.0,62.0,,,,10.0,10.0,10.0,0.0,0.0,,0.0,,,-1.0
1019,2005-12-13,13.0,13.0,11.0,8.0,8.0,8.0,77.0,72.0,68.0,,,,10.0,10.0,10.0,0.0,0.0,,0.0,,,-1.0
1020,2005-12-14,14.0,14.0,9.0,9.0,6.0,4.0,66.0,64.0,62.0,,,,10.0,10.0,10.0,6.0,2.0,,0.0,,,-1.0
1021,2005-12-15,13.0,,10.0,8.0,8.0,8.0,84.0,84.0,84.0,,,,10.0,10.0,10.0,0.0,0.0,,0.0,,,-1.0
1022,2005-12-16,15.0,14.0,11.0,8.0,8.0,7.0,70.0,64.0,57.0,,,,10.0,10.0,10.0,6.0,4.0,,0.0,,,-1.0
1023,2005-12-17,14.0,14.0,11.0,9.0,8.0,7.0,70.0,66.0,62.0,,,,10.0,10.0,10.0,6.0,6.0,,0.0,,,-1.0
1024,2005-12-18,15.0,15.0,11.0,10.0,8.0,7.0,64.0,64.0,63.0,,,,10.0,10.0,10.0,6.0,4.0,,0.0,,,-1.0
1025,2005-12-19,9.0,8.0,7.0,4.0,4.0,4.0,76.0,72.0,69.0,,,,10.0,10.0,10.0,0.0,0.0,,0.0,,,-1.0
1008,2005-12-2,8.0,,8.0,4.0,4.0,4.0,69.0,69.0,69.0,,,,10.0,10.0,10.0,0.0,0.0,,0.0,,,-1.0
1026,2005-12-20,12.0,,6.0,3.0,3.0,3.0,72.0,72.0,72.0,,,,10.0,10.0,10.0,0.0,0.0,,0.0,,,-1.0
1027,2005-12-21,12.0,11.0,7.0,7.0,5.0,3.0,70.0,68.0,65.0,,,,10.0,10.0,10.0,0.0,0.0,,0.0,,,-1.0
1028,2005-12-22,14.0,,10.0,6.0,6.0,6.0,70.0,70.0,70.0,,,,10.0,10.0,10.0,0.0,0.0,,0.0,,,-1.0
1029,2005-12-23,12.0,,12.0,3.0,3.0,3.0,43.0,43.0,43.0,,,,4.0,4.0,4.0,4.0,4.0,,0.0,,,-1.0
1030,2005-12-24,13.0,,13.0,6.0,6.0,6.0,55.0,55.0,55.0,,,,10.0,10.0,10.0,6.0,6.0,,0.0,,,-1.0
1031,2005-12-25,20.0,,20.0,4.0,4.0,4.0,24.0,24.0,24.0,,,,4.0,4.0,4.0,6.0,6.0,,0.0,,,-1.0
1032,2005-12-26,,,,,,,,,,,,,,,,,,,,,,
1033,2005-12-27,,,,,,,,,,,,,,,,,,,,,,
1034,2005-12-28,,,,,,,,,,,,,,,,,,,,,,
1035,2005-12-29,,,,,,,,,,,,,,,,,,,,,,
1009,2005-12-3,12.0,11.0,9.0,5.0,4.0,3.0,69.0,57.0,45.0,,,,10.0,10.0,10.0,6.0,4.0,,0.0,,,-1.0
1036,2005-12-30,,,,,,,,,,,,,,,,,,,,,,
1037,2005-12-31,,,,,,,,,,,,,,,,,,,,,,
1010,2005-12-4,16.0,15.0,12.0,6.0,6.0,6.0,58.0,50.0,42.0,,,,10.0,10.0,10.0,6.0,4.0,,0.0,,,-1.0
1011,2005-12-5,13.0,16.0,13.0,9.0,8.0,8.0,62.0,58.0,53.0,,,,10.0,10.0,10.0,0.0,0.0,,0.0,,,-1.0
1012,2005-12-6,16.0,16.0,12.0,8.0,7.0,6.0,58.0,53.0,48.0,,,,10.0,10.0,10.0,0.0,0.0,,0.0,,,-1.0
1013,2005-12-7,15.0,,15.0,8.0,8.0,8.0,52.0,52.0,52.0,,,,10.0,10.0,10.0,6.0,6.0,,0.0,,,-1.0
1014,2005-12-8,12.0,11.0,6.0,5.0,4.0,2.0,64.0,60.0,57.0,,,,10.0,10.0,10.0,0.0,0.0,,0.0,,,-1.0
1015,2005-12-9,11.0,11.0,8.0,5.0,4.0,3.0,65.0,61.0,57.0,,,,10.0,10.0,10.0,0.0,0.0,,0.0,,,-1.0
2041,2005-4-1,15.0,,13.0,6.0,6.0,6.0,55.0,55.0,55.0,,,,4.0,4.0,4.0,35.0,35.0,,0.0,,,-1.0
2050,2005-4-10,23.0,,13.0,8.0,8.0,8.0,62.0,62.0,62.0,,,,10.0,10.0,10.0,32.0,32.0,,1.0,8.0,Snow,-1.0
2051,2005-4-11,16.0,,14.0,9.0,9.0,9.0,62.0,62.0,62.0,,,,10.0,10.0,10.0,6.0,6.0,,0.0,8.0,,-1.0
2052,2005-4-12,12.0,12.0,11.0,10.0,10.0,9.0,84.0,84.0,84.0,,,,10.0,10.0,10.0,9.0,9.0,,2.0,,,-1.0
2053,2005-4-13,12.0,,8.0,5.0,5.0,5.0,77.0,77.0,77.0,,,,10.0,10.0,10.0,13.0,13.0,,1.0,,,-1.0
2054,2005-4-14,20.0,,17.0,9.0,9.0,9.0,49.0,49.0,49.0,,,,10.0,10.0,10.0,0.0,0.0,,0.0,,,-1.0
2055,2005-4-15,20.0,20.0,17.0,13.0,12.0,12.0,64.0,59.0,54.0,,,,10.0,10.0,10.0,9.0,6.0,,0.0,8.0,Thunderstorm,-1.0
2056,2005-4-16,,,,,,,,,,,,,,,,,,,,,,
2057,2005-4-17,,,,,,,,,,,,,,,,,,,,,,
2058,2005-4-18,,,,,,,,,,,,,,,,,,,,,,
2059,2005-4-19,,,,,,,,,,,,,,,,,,,,,,
2042,2005-4-2,,,,,,,,,,,,,10.0,10.0,10.0,0.0,0.0,,0.0,,,-1.0
2060,2005-4-20,,,,,,,,,,,,,,,,,,,,,,
2061,2005-4-21,,,,,,,,,,,,,,,,,,,,,,
2062,2005-4-22,,,,,,,,,,,,,,,,,,,,,,
2063,2005-4-23,,,,,,,,,,,,,,,,,,,,,,
2064,2005-4-24,,,,,,,,,,,,,,,,,,,,,,
2065,2005-4-25,,,,,,,,,,,,,,,,,,,,,,
2066,2005-4-26,,,,,,,,,,,,,,,,,,,,,,
2067,2005-4-27,,,,,,,,,,,,,,,,,,,,,,
2068,2005-4-28,,,,,,,,,,,,,,,,,,,,,,
2069,2005-4-29,,,,,,,,,,,,,,,,,,,,,,
2043,2005-4-3,20.0,,15.0,10.0,10.0,10.0,63.0,63.0,63.0,,,,10.0,10.0,10.0,0.0,0.0,,0.0,8.0,,-1.0
2070,2005-4-30,,,,,,,,,,,,,,,,,,,,,,
2044,2005-4-4,14.0,16.0,12.0,9.0,9.0,9.0,74.0,74.0,74.0,,,,10.0,10.0,10.0,6.0,6.0,,2.0,8.0,,-1.0
2045,2005-4-5,18.0,17.0,15.0,11.0,8.0,6.0,58.0,50.0,42.0,,,,10.0,10.0,10.0,6.0,4.0,,0.0,,,-1.0
2046,2005-4-6,19.0,,16.0,6.0,5.0,4.0,34.0,34.0,34.0,,,,10.0,5.2,0.5,167.0,113.0,,0.0,,,-1.0
2047,2005-4-7,19.0,16.0,16.0,4.0,4.0,4.0,31.0,31.0,31.0,,,,10.0,10.0,10.0,6.0,2.0,,0.0,,,-1.0
2048,2005-4-8,23.0,,18.0,7.0,7.0,7.0,39.0,39.0,39.0,,,,10.0,10.0,10.0,6.0,6.0,,0.0,,,-1.0
2049,2005-4-9,23.0,,20.0,9.0,9.0,9.0,37.0,37.0,37.0,,,,10.0,10.0,10.0,0.0,0.0,,0.0,,,-1.0
3502,2005-5-1,16.0,,16.0,13.0,13.0,13.0,74.0,74.0,74.0,,,,10.0,10.0,10.0,6.0,6.0,,1.0,,,-1.0
3511,2005-5-10,21.0,16.0,12.0,6.0,5.0,4.0,47.0,35.0,29.0,,,,10.0,10.0,10.0,6.0,1.0,,0.0,,,-1.0
3512,2005-5-11,23.0,17.0,12.0,20.0,9.0,2.0,86.0,49.0,18.0,,,,10.0,10.0,10.0,0.0,0.0,,0.0,,,-1.0
3513,2005-5-12,22.0,,22.0,4.0,4.0,4.0,20.0,20.0,20.0,,,,10.0,10.0,10.0,6.0,6.0,,0.0,,,-1.0
3514,2005-5-13,22.0,,21.0,7.0,7.0,7.0,28.0,28.0,28.0,,,,10.0,10.0,10.0,0.0,0.0,,0.0,,,-1.0
3515,2005-5-14,22.0,20.0,20.0,8.0,6.0,5.0,34.0,30.0,27.0,,,,10.0,10.0,10.0,9.0,8.0,,0.0,,,-1.0
3516,2005-5-15,16.0,16.0,12.0,7.0,6.0,4.0,61.0,48.0,34.0,,,,10.0,10.0,10.0,9.0,6.0,,3.0,8.0,Thunderstorm,-1.0
3517,2005-5-16,22.0,21.0,19.0,7.0,6.0,4.0,28.0,26.0,25.0,,,,10.0,10.0,10.0,6.0,2.0,,0.0,,,-1.0
3518,2005-5-17,22.0,21.0,18.0,7.0,7.0,7.0,36.0,32.0,28.0,,,,10.0,10.0,10.0,9.0,8.0,,0.0,8.0,,-1.0
3519,2005-5-18,21.0,20.0,19.0,9.0,8.0,6.0,38.0,35.0,32.0,,,,10.0,10.0,10.0,9.0,7.0,,0.0,,,-1.0
3520,2005-5-19,23.0,24.0,20.0,3.0,3.0,3.0,21.0,21.0,21.0,,,,10.0,10.0,10.0,6.0,4.0,,0.0,,,-1.0
3503,2005-5-2,,,,11.0,11.0,11.0,,,,,,,0.3,0.3,0.3,74.0,74.0,,0.0,,,-1.0
3521,2005-5-20,24.0,,24.0,6.0,6.0,6.0,22.0,22.0,22.0,,,,10.0,10.0,10.0,6.0,6.0,,0.0,,,-1.0
3522,2005-5-21,,,,,,,,,,,,,,,,,,,,,,
3523,2005-5-22,,,,,,,,,,,,,,,,,,,,,,
3524,2005-5-23,,,,,,,,,,,,,,,,,,,,,,
3525,2005-5-24,,,,,,,,,,,,,,,,,,,,,,
3526,2005-5-25,,,,,,,,,,,,,,,,,,,,,,
3527,2005-5-26,,,,,,,,,,,,,,,,,,,,,,
3528,2005-5-27,,,,,,,,,,,,,,,,,,,,,,
3529,2005-5-28,,,,,,,,,,,,,,,,,,,,,,
3530,2005-5-29,,,,,,,,,,,,,,,,,,,,,,
3504,2005-5-3,22.0,13.0,13.0,14.0,10.0,5.0,55.0,52.0,50.0,,,,10.0,10.0,10.0,13.0,11.0,,0.0,,,-1.0
3531,2005-5-30,,,,,,,,,,,,,,,,,,,,,,
3532,2005-5-31,,,,,,,,,,,,,,,,,,,,,,
3505,2005-5-4,20.0,15.0,10.0,14.0,12.0,7.0,70.0,62.0,52.0,,,,10.0,10.0,10.0,18.0,7.0,,0.0,,,-1.0
3506,2005-5-5,20.0,,20.0,14.0,14.0,14.0,63.0,63.0,63.0,,,,10.0,10.0,10.0,11.0,11.0,,0.0,,,-1.0
3507,2005-5-6,19.0,15.0,12.0,8.0,6.0,5.0,51.0,44.0,39.0,,,,10.0,10.0,10.0,6.0,2.0,,0.0,,,-1.0
3508,2005-5-7,21.0,21.0,19.0,4.0,2.0,1.0,22.0,20.0,19.0,,,,10.0,10.0,10.0,9.0,6.0,,0.0,,,-1.0
3509,2005-5-8,22.0,16.0,12.0,7.0,4.0,1.0,34.0,29.0,24.0,,,,10.0,10.0,10.0,7.0,2.0,,0.0,,,-1.0
3510,2005-5-9,20.0,12.0,12.0,4.0,4.0,4.0,47.0,39.0,31.0,1045.0,1045.0,1045.0,10.0,10.0,10.0,9.0,3.0,,0.0,,Thunderstorm,-1.0
2374,2005-6-1,27.0,26.0,26.0,13.0,12.0,12.0,32.0,30.0,28.0,,,,10.0,10.0,10.0,6.0,4.0,,0.0,,,-1.0
2383,2005-6-10,14.0,,14.0,7.0,7.0,7.0,56.0,56.0,56.0,,,,10.0,10.0,10.0,9.0,9.0,,0.0,,,-1.0
2384,2005-6-11,26.0,25.0,24.0,9.0,8.0,8.0,27.0,25.0,23.0,,,,10.0,10.0,10.0,4.0,2.0,,0.0,,,-1.0
2385,2005-6-12,27.0,27.0,20.0,9.0,8.0,7.0,31.0,26.0,21.0,,,,10.0,10.0,10.0,24.0,12.0,,0.0,8.0,Thunderstorm,-1.0
2386,2005-6-13,28.0,27.0,18.0,11.0,10.0,10.0,57.0,40.0,23.0,,,,10.0,10.0,10.0,6.0,2.0,,5.0,8.0,Thunderstorm,-1.0
2387,2005-6-14,28.0,,27.0,11.0,11.0,11.0,25.0,25.0,25.0,,,,10.0,10.0,10.0,6.0,6.0,,0.0,,,-1.0
2388,2005-6-15,27.0,20.0,20.0,11.0,8.0,5.0,31.0,29.0,27.0,,,,10.0,10.0,10.0,6.0,2.0,,0.0,,,-1.0
2389,2005-6-16,27.0,,26.0,11.0,11.0,11.0,27.0,27.0,27.0,,,,10.0,10.0,10.0,0.0,0.0,,0.0,,,-1.0
2390,2005-6-17,29.0,23.0,18.0,10.0,10.0,9.0,49.0,32.0,21.0,,,,10.0,10.0,10.0,9.0,2.0,,0.0,,,-1.0
2391,2005-6-18,32.0,24.0,19.0,12.0,10.0,9.0,40.0,26.0,17.0,,,,10.0,10.0,10.0,6.0,2.0,,0.0,,,-1.0
